provinsi,komoditas,h,metode,mape,mae,n,mae_naif,mase
Sumatera Utara,Beras,1,musiman,4.287982446787129,630.4347826086956,23.0,150.0,4.203
Sumatera Utara,Beras,1,naif,1.0245032776400775,150.0,23.0,150.0,1.0
Sumatera Utara,Beras,2,campuran,2.3972129342332202,354.54545454545456,22.0,252.27272727272728,1.405
Sumatera Utara,Beras,2,hanyut,1.9323376561201269,282.19696969696963,22.0,252.27272727272728,1.119
Sumatera Utara,Beras,2,musiman,4.143194848525592,611.3636363636364,22.0,252.27272727272728,2.423
Sumatera Utara,Beras,2,naif,1.7201149587976023,252.27272727272728,22.0,252.27272727272728,1.0
Sumatera Utara,Beras,3,campuran,2.4780917479690525,367.85714285714283,21.0,297.6190476190476,1.236
Sumatera Utara,Beras,3,hanyut,2.468391057160236,359.5238095238095,21.0,297.6190476190476,1.208
Sumatera Utara,Beras,3,musiman,4.08719703482823,604.7619047619048,21.0,297.6190476190476,2.032
Sumatera Utara,Beras,3,naif,2.028139303325283,297.6190476190476,21.0,297.6190476190476,1.0
Sumatera Utara,Cabai Rawit,1,campuran,29.56940613274294,12456.521739130434,23.0,13356.521739130434,0.933
Sumatera Utara,Cabai Rawit,1,hanyut,29.818755196943336,13711.050724637682,23.0,13356.521739130434,1.027
Sumatera Utara,Cabai Rawit,1,musiman,36.534874396648206,15182.608695652174,23.0,13356.521739130434,1.137
Sumatera Utara,Cabai Rawit,1,naif,29.468128055562087,13356.521739130434,23.0,13356.521739130434,1.0
Sumatera Utara,Cabai Rawit,2,campuran,41.9273987442914,16972.727272727272,22.0,21059.090909090908,0.806
Sumatera Utara,Cabai Rawit,2,hanyut,54.69276282065613,22297.727272727276,22.0,21059.090909090908,1.059
Sumatera Utara,Cabai Rawit,2,musiman,36.44555050558675,14822.727272727272,22.0,21059.090909090908,0.704
Sumatera Utara,Cabai Rawit,2,naif,52.06388693034665,21059.090909090908,22.0,21059.090909090908,1.0
Sumatera Utara,Cabai Rawit,3,campuran,48.276027836956445,18120.238095238095,21.0,24247.619047619046,0.747
Sumatera Utara,Cabai Rawit,3,hanyut,75.27153885565367,27339.880952380954,21.0,24247.619047619046,1.128
Sumatera Utara,Cabai Rawit,3,musiman,37.68797624732526,15354.761904761905,21.0,24247.619047619046,0.633
Sumatera Utara,Cabai Rawit,3,naif,66.88108427594587,24247.619047619046,21.0,24247.619047619046,1.0
