tanggal,kabkota,pasar,komoditas,harga
2026-08-19,Kabupaten Lamongan,Pasar Mantup,kentang,15000
2026-08-20,Kabupaten Lamongan,Pasar Mantup,kentang,15000
2026-08-21,Kabupaten Lamongan,Pasar Mantup,kentang,15000
2026-08-22,Kabupaten Lamongan,Pasar Mantup,kentang,15000
2026-08-16,Kabupaten Lamongan,Pasar Sidoharjo,kentang,17000
2026-08-17,Kabupaten Lamongan,Pasar Sidoharjo,kentang,17000
2026-08-18,Kabupaten Lamongan,Pasar Sidoharjo,kentang,17000
2026-08-19,Kabupaten Lamongan,Pasar Sidoharjo,kentang,17000
2026-08-20,Kabupaten Lamongan,Pasar Sidoharjo,kentang,17000
2026-08-21,Kabupaten Lamongan,Pasar Sidoharjo,kentang,17000
2026-08-22,Kabupaten Lamongan,Pasar Sidoharjo,kentang,17000
2026-08-16,Kabupaten Lumajang,Pasar Baru,kentang,13000
2026-08-17,Kabupaten Lumajang,Pasar Baru,kentang,13000
2026-08-18,Kabupaten Lumajang,Pasar Baru,kentang,13000
2026-08-19,Kabupaten Lumajang,Pasar Baru,kentang,13000
2026-08-20,Kabupaten Lumajang,Pasar Baru,kentang,13000
2026-08-21,Kabupaten Lumajang,Pasar Baru,kentang,13000
2026-08-22,Kabupaten Lumajang,Pasar Baru,kentang,13000
2026-08-16,Kabupaten Lumajang,Pasar Pasirian,kentang,12000
2026-08-17,Kabupaten Lumajang,Pasar Pasirian,kentang,12000
2026-08-18,Kabupaten Lumajang,Pasar Pasirian,kentang,12000
2026-08-19,Kabupaten Lumajang,Pasar Pasirian,kentang,12000
2026-08-20,Kabupaten Lumajang,Pasar Pasirian,kentang,12000
2026-08-21,Kabupaten Lumajang,Pasar Pasirian,kentang,12000
2026-08-22,Kabupaten Lumajang,Pasar Pasirian,kentang,12000
2026-08-16,Kabupaten Lumajang,Pasar Sukodono,kentang,12000
2026-08-17,Kabupaten Lumajang,Pasar Sukodono,kentang,12000
2026-08-18,Kabupaten Lumajang,Pasar Sukodono,kentang,12000
2026-08-19,Kabupaten Lumajang,Pasar Sukodono,kentang,12000
2026-08-20,Kabupaten Lumajang,Pasar Sukodono,kentang,12000
2026-08-21,Kabupaten Lumajang,Pasar Sukodono,kentang,12000
2026-08-22,Kabupaten Lumajang,Pasar Sukodono,kentang,12000
2026-08-16,Kabupaten Madiun,Pasar Dolopo,kentang,14000
2026-08-17,Kabupaten Madiun,Pasar Dolopo,kentang,14000
2026-08-18,Kabupaten Madiun,Pasar Dolopo,kentang,14000
2026-08-19,Kabupaten Madiun,Pasar Dolopo,kentang,14000
2026-08-20,Kabupaten Madiun,Pasar Dolopo,kentang,14000
2026-08-21,Kabupaten Madiun,Pasar Dolopo,kentang,14000
2026-08-22,Kabupaten Madiun,Pasar Dolopo,kentang,14000
2026-08-16,Kabupaten Madiun,Pasar Dungus,kentang,12000
2026-08-17,Kabupaten Madiun,Pasar Dungus,kentang,12000
2026-08-18,Kabupaten Madiun,Pasar Dungus,kentang,12000
2026-08-19,Kabupaten Madiun,Pasar Dungus,kentang,12000
2026-08-20,Kabupaten Madiun,Pasar Dungus,kentang,12000
2026-08-21,Kabupaten Madiun,Pasar Dungus,kentang,12000
2026-08-22,Kabupaten Madiun,Pasar Dungus,kentang,12000
2026-08-16,Kabupaten Madiun,Pasar Pagotan,kentang,14000
2026-08-17,Kabupaten Madiun,Pasar Pagotan,kentang,14000
2026-08-18,Kabupaten Madiun,Pasar Pagotan,kentang,14000
2026-08-19,Kabupaten Madiun,Pasar Pagotan,kentang,14000
2026-08-20,Kabupaten Madiun,Pasar Pagotan,kentang,14000
2026-08-21,Kabupaten Madiun,Pasar Pagotan,kentang,14000
2026-08-22,Kabupaten Madiun,Pasar Pagotan,kentang,14000
2026-08-16,Kabupaten Madiun,Pasar Umum Caruban,kentang,14000
2026-08-17,Kabupaten Madiun,Pasar Umum Caruban,kentang,14000
2026-08-18,Kabupaten Madiun,Pasar Umum Caruban,kentang,14000
2026-08-19,Kabupaten Madiun,Pasar Umum Caruban,kentang,14000
2026-08-20,Kabupaten Madiun,Pasar Umum Caruban,kentang,14000
2026-08-21,Kabupaten Madiun,Pasar Umum Caruban,kentang,14000
2026-08-22,Kabupaten Madiun,Pasar Umum Caruban,kentang,14000
